id,no,state,name,address,description,website,email,tel,fax,image,latitude,longitude,likes,status
145,22,SARAWAK,Niah Cave National Park ,"National Park Booking Office, c/o Visitor Information Centre Lot 452 Jalan Melayu 98000 Miri Sarawak ","Niah is one of Sarawak?s smaller national parks, but it is certainly one of the most important, and has some of the most unusual visitor attractions. The park?s main claim to fame is its role as one of the birthplaces of civilisation. The oldest modern human remains discovered in Southeast Asia were found at Niah, making the park one of the most important archaeological sites in the world",www.nationalpark.com ,info@sarawakforestry.com ,085-737454 ,085-737918 ,destination_sarawak_22.png,3.8239916,113.7641027,0,NEW
146,23,SARAWAK,Lambir National Park ,"Miri-Bintulu Road,  30 km south of Miri, Miri ","Lambir Hills National Park is probably the world?s most complex and diverse forest eco-system. In a total area of just 6,952 hectares, experts have found what appears to be the greatest level of plant biodiversity on the planet. It is not only plant life that is diverse and plentiful at Lambir - 237 different species of birds (at the last count), flying squirrels, wild pigs, gibbons, many different types of monkey, various species of deer, and untold insects and other invertebrates, all combine to create Lambir?s rich biological kaleidoscope. As if all this abundant nature wasn?t enough, Lambir?s unusual geology has created dozens of sparkling waterfalls and bathing pools scattered about the rainforest. Take into account how compact and conveniently located Lambir is, and you have one of the most accessible and enjoyable national parks in all of Malaysia. Lambir?s 6,952 hectares of sandstone hills have created some very rugged forest terrain, rising to over 450 metres in places, and covered with lowland dipterocarp and heath forests. This unique topography and environment have made Lambir a major centre for rainforest research, with scientists from Japanese and American universities permanently stationed in the park. It has also made Lambir a major resource for Malaysia?s environmental education programme, and weekend visitors will often bump into groups of trainee teachers or high school students studying the forest floor or the rainforest canopy. ",http://www.forestry.sarawak.gov.my ,,085-471609 ,085-408030,destination_sarawak_23.png,4.1981638,114.0426638,0,NEW
147,24,SARAWAK,Loagan Bunut  National Park ,"Loagan Bunut National Park HQ, Miri ","Loagan Bunut, which centers around Sarawak?s largest natural lake, is one of the most unusual aquatic ecosystems in Malaysia. The lake normally covers an area of approximately 65 hectares. However when the water level in the adjacent Tinjar river is low, the shallow lake can drain completely, leaving a huge expanse of dried and cracked mud. This normally occurs two to four times a year, in February and in late May or early June/July",www.sarawakforestry.com ,,085-779409 ,085-779409 ,destination_sarawak_24.png,3.752075,114.2354305,0,NEW
148,25,SARAWAK,Limbang Museum ,"Limbang Museum, 98708 Limbang Sarawak ","This two-storeyed wooden building was renovated in 1966. Like the other forts, it first served as a fort against native insurgents and later on used for administrative purposes. The posts, shingles, walls and upper floor of the building are made of belian timber while the ground floor is of concrete. ",http://www.museum.sarawak.gov.my/limbangmu.htm ,,085-214416,085-246680 ,destination_sarawak_25.png,4.75463,115.0064472,0,NEW
149,26,SARAWAK,Meritam Mud Spring ,"Meritam Mud Spring, 98700 Limbang Sarawak ",Kampung Meritam is located 35km from town. What's special about this place is a bizarre natural phenomenon that occurs here - volcanic mud pots or 'mud volcanoes' (some called it mud spring) covering an area that stretches over 10 acres - some of these pots are as tall as 80cm high.,http://www.limbangrdo.sarawak.gov.my ,,085-202106 ,085-211005 ,destination_sarawak_26.png,4.3073472,115.3357194,0,NEW
150,27,SARAWAK,Pasar Tamu ,"Lawas District Office, Jalan Hospital 98850 Lawas Sarawak ","Pasar Tamu is a local gathering where village folks came to the town of Limbang to sell their goods. Usually it is held on Friday every week, but preparations can be seen on Thursday. Various goods are sold eg. rice, rare vegetables, fishes, and fruits.",http://www.lawasdc.gov.my ,mdllawas@tm.net.my ,085-284001 ,085-285485,destination_sarawak_27.png,4.8707,115.4088972,0,NEW
151,28,SARAWAK,Fort Sylvia ,Fort Slyvia Jalan Wharf 96800 Kapit Sarawak ,"Fort Sylvia stands out immediately for visitors to the riverine town of Kapit, especially when disembarking from the express boats. The once mighty fort was built by Charles Brooke, the Second White Rajah of Sarawak in 1880 to check the warring Ibans from going up river to fight with the other ethnic tribes. Like most forts of the era, the fort was built at a strategic point along the rivers and these forts were meant to house the Rajah's troops and prevent warring tribes from engaging one another as their movements along the river could be clearly seen by the forts' lookouts. Originally it was named Fort Kapit but changed to Fort Sylvia in 1925, after Charles Vyner's wife Renee Sylvia.",tunjugahfoundation.org.my ,,082-239672,082-412185 ,destination_sarawak_28.png,2.017238,112.941875,0,NEW
152,29,SARAWAK,Kapit Museum ,"Dewan Civik Centre, P.O.Box 212 96807 Kapit Sarawak ","Easily the most accessible place in Kapit, the museum is housed in the town's Civic Centre building. Here, the main exhibits are collections of the history of the people of Kapit, including the various ethnic groups who form the main groups of the living population of the town. It also gives a brief history of the early settlers in Kapit, including the Chinese immigrants who came as laborers and farmers before turning to other business ventures.",http://www.kapitro.sarawak.gov.my,,084-796003,084-796003 ,destination_sarawak_29.png,2.015625,112.942516,0,NEW
153,30,SARAWAK,Teresang Market ,"Resident?s Office of Kapit Division, P.O.Box, 96800 Kapit Sarawak ","One of the interesting places in Kapit is Teresang Market where fresh jungle produce are often available. The market is located in the centre of Kapit town. This market serves as a focal point for many up river travelers to sell their goods or buy produce home. Here, many different mix of people of different origins can be seen, just like the numerous vegetables of the local varieties and fruits. First time visitors should make it a point to drop in here as during fruiting times, many local fruits not seen in the major towns can be found here. Locals frequent the market for its good choices of pastries and other home made goodies.",http://www.kapitro.sarawak.gov.my,,084-796963,084-796932,destination_sarawak_30.png,2.0142138,112.941875,0,NEW
207,20,MELAKA,Kota Belanda (Dutch Fort),"Alor Gajah, Melaka.",Used as an outpost to enforce the monopoly of tax collection. It was manned by a small garrison of Dutch officers but was later abandoned when the mining in Naning area ceased its operation.,www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,,1.063312,51.075631,0,NEW
208,21,MELAKA,Replika Keris (Keris Replica),"Simpang Empat, Simpang Ayer Keroh - Durian Tunggal dan Simpang Lubuk Cina. ","The Keris is a traditional weapon widely used in the era of the Melaka Sultanate. It was the main weapon used by the Malay community during the colonisation of the British, Portuguese and Dutch. For the people of Alor Gajah, the Keris represent the pride of the Malays, especially during the Naning War. As such, the replica of the Keris has been installed as the main identity for the Alor Gajah district. The giant replica is located at Dataran Keris while the smaller replica is found at several gateways to the district at Simpang Empat, Simpang Ayer Keroh - Durian Tunggal and Simpang Lubuk Cina.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,,1.061024,51.074107,0,NEW
205,18,MELAKA,Makam Dol Said (Dol Said Mausoleum),"Alor Gajah, Melaka.","The ninth ruler of Naning who defiantly opposed the imposition of tax on the district by the British. He valiantly resisted British forces on Naning, deploying his troop with outstanding display of military ingenuity that outsmarted the invading forces on two campaigns. The Naning War, waged in 1834, made Dol Said a hero of exceptional valor that earned him a permanent place in the history of Melaka.",www.melaka.gov.my,webmaster@melaka.gov.my,606-556 3875,,destination_melaka_18.png,1.111315,51.074893,0,NEW
206,19,MELAKA,Batu Megalith (Megalitich Stone),"Kampung Cerana Putih, Simpang Ampat, Alor Gajah, Melaka.","There are about 100 ancient burial sites in Alor Gajah, Melaka known as Megalith Datuk Tua. It is believed to be the graves of their ancestors. One ancient site identified is at Kampung Cerana Putih, Simpang Ampat, Alor Gajah, Melaka.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_19.png,1.061024,51.074107,0,NEW
204,17,MELAKA,Perkuburan British (British Graveyard),"Alor Gajah, Melaka.","Kubur British ini terletak di Alor Gajah, Melaka. Pada bulan Mei 1829, orang Inggeris telah menyerang Naning buat kali kedua. Walaupun Naning tewas dalam peperangan tersebut, Datuk?Dol Said hanya menyerah diri pada tahun 1834. Beliau diberi pencen sebanyak 100 ringgit setiap bulan sehinggalah beliau meninggal dunia pada tahun 1849. Walaupun orang Inggeris memenangi peperangan itu, ramai daripada tenteranya terkorban termasuklah?George Holford Walker yang terbunuh bersama kuda dan anjingnya yang telah?disemadikan di sini. Datanglah melawat kubur tersebut kerana terdapat kesan sejarah.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_17.png,1.062973,51.074893,0,NEW
203,16,MELAKA,Gereja St. Peter (St. Peter Church),"Jalan Bendahara, Melaka.","Built in year 1710 during the Dutch occupation in Melaka. It is the oldest Roman Catholic church in Malaysia and it was built on a piece of land donated by a Dutch gentleman, Maryber Franz Amboer. Its facade and decor has a combination of Eastern and Western architecture. Its bells was cast in Goa in 1608.",www.melaka.gov.my,webmaster@melaka.gov.my,606-2822950,,destination_melaka_16.png,2.120923,102.151116,0,NEW
202,15,MELAKA,Gereja St. Paul (St. Paul Church),"Jalan Kota, 75000 Melaka.","Built by a Portuguese Captain by the name of Duarte Coelho, the chapel was turned by the Dutch into a burial ground for their noble dead and renamed it 'St. Paul's Church' from the the Portuguese's 'Our Lady Of The Hill'. St. Francis Xavier was briefly enshrined in the open grave in year 1553 before being shipped to Goa, India.",www.melaka.gov.my,webmaster@melaka.gov.my,606-2883599,,destination_melaka_15.png,2.113317,102.145847,0,NEW
201,14,MELAKA,Gereja St Francis Xavier (St. Francis Xavier Church),"Jalan Laksamana, Melaka.","Built in 1849 by Reverend Farve, a Frenchman.?The Gothic towered church is dedicated to St. Francis Xavier. Known as the 'Apostle of the East', St Francis Xavier is well-remembered for his missionary work spreading Catholicism to South East Asia in the 16th Century. You can view the authentic architecture and learn about the history of the church which is situated at Jalan Laksamana.",www.melaka.gov.my,webmaster@melaka.gov.my,606-2824770,,destination_melaka_14.png,2.114288,102.150224,0,NEW
200,13,MELAKA,Gereja Christ (Christ Church),"Jalan Kota, 75000 Melaka.","Standing exactly as it has always been since 1753, the church is testimony to Dutch's architectural ingenuity. Located next to the Stadhuys, its notable feature is the ceiling, whose beams, over 15m (16yd) long, were each made from a single tree. The 200 years old pews are still in evidence. Over the altar, there is a painting of the Last Supper on glazed tiles and on the floors are tombstones in Armenian script.",www.melaka.gov.my,webmaster@melaka.gov.my,606-2848804,06-2848804,destination_melaka_13.png,2.113938,102.14582,0,NEW
199,12,MELAKA,Bukit St. John (St. John Hill),"Jalan Bukit St. John, Melaka.","Kubu St. John yang telah dibina semula oleh pihak Belanda dalam abad ke-18, suatu masa dahulu merupakan gereja kecil milik persendirian orang Portugis bagi memperingati Baptis St. John. Kubu ini mempunyai suatu ciri yang menarik iaitu meriam-meriamnya menghadap ke daratan memandangkan pada satu ketika dahulu, serangan luar ke atas Melaka kebiasaannya datang dari daerah pedalaman berbanding dari laut. Tarikan lain untuk orang ramai ialah pemandangan dari puncak bukit di mana berdirinya Kubu St. John, terutamanya untuk merasai pengalaman menyaksikan sendiri matahari terbenam di kawasan tropika.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_12.png,2.112156,102.155264,0,NEW
198,11,MELAKA,Pancuran Air Ratu Victoria (Queen Victoria Fountain),"Jalan Kota, 75000 Melaka.","Right in?the middle of the Dutch Square, one will be surprised?to see?the presence of a British architectural monument ? the Queen Victoria?s Fountain. Surrounded by the red-painted heritage buildings constructed during Dutch occupation, the green-colour Queen Victoria?s Fountain of Melaka was built in 1904 by the British to commemorate Her Majesty?s Diamond Jubilee. Made of English marble, the Queen Victoria?s Fountain is still functioning well today, and is considered as one of the most frequenly photographed landmarks in Melaka.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_11.png,1.054562,51.073046,0,NEW
197,10,MELAKA,Perkuburan Belanda (Dutch Graveyard),Banda Hilir bersebelahan dengan Replika Istana Kesultanan Melayu Melaka.,Kubur Belanda yang terkenal ini terletak di Bandar Hilir bersebelahan dengan Replika Istana Kesultanan Melayu Melaka. Kubur ini digunakan pada akhir suku kurun ke-17 dan mempunyai 5 kubur Belanda dan 33 kubur British di dalam kawasan ini. Tanah perkuburan ini digunakan pada dua peringkat iaitu di antara 1670-1682 dan 1818-1838. Di antara kubur yang menjadi tarikan ialah kubur yang mempunyai menara yang tinggi yang mana merupakan kubur dua orang pegawai yang mati semasa Perang Naning.,www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_10.png,2.113668,102.150315,0,NEW
196,9,MELAKA,Makam Tun Teja (Tun Teja Mausoleum),"Jalan Merlimau, 77300 Merlimau, Melaka.","Tun Teja or Tun Tun Teja Retna Benggala, the daughter of Sri Amar di Raja Pahang, was?convinced by Melakan warrior Hang Tuah to marry Sultan Mahmud Shah. Died as a queen in Merlimau, Melaka?about 24 km from Melaka Town, while retreating with members of Melaka royal family from Portuguese attacks.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_09.png,2.110844,102.260224,0,NEW
195,8,MELAKA,Makam Hang Kasturi (Hang Kasturi Mausoleum),"Jalan Hang Jebat, Melaka.","Hang Kasturi is one of the five great warrior brothers that includes Hang Tuah, Hang Jebat, Hang Lekir and Hang Lekiu. The five brothers where great warriors during the reign of the Melaka Sultanate especially during the regime of Sultan Mansur Shah (1456-1477). The courage and strength of the five great warriors plus the wisdom of the Bendahara Tun Perak has helped the Melaka Sultanate to expand the Melakan empire up to as far as the Malay Archipelago. Thus, the Melakan empire gained the respects of friends and foes.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_08.png,2.115019,102.144609,0,NEW
194,7,MELAKA,Makam Hang Jebat (Hang Jebat Mausoleum),"Jalan Hang Jebat, Melaka.","The champion of justice who died a tragic death. Hang Jebat was unceremoniously killed by Hang Tuah in a duel of honor that lasted 3 days and 3 nights.He ran amok after suffering a fatal wound from Hang Tuah's dagger 'Keris Taming Sari.' In the name of justice to avenge the sultan's hasty punishment against Hang Tuah for a crime he didn't commit, Hang Jebat was accused by Hang Tuah of 'derhaka' (contumacy).",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_07.png,2.120684,102.151035,0,NEW
193,6,MELAKA,Makam Hang Tuah (Hang tuah Mausoleum),"Tanjung Kling, Melaka.","A fully decorated admiral of Melaka's naval forces who defended successfully, countless attacks against Melaka sovereignty from Siamese and Acehnese fleets.",www.melaka.gov.my,webmaster@melaka.gov.my,606-282 6526,06-2826745,destination_melaka_06.png,2.130302,102.1226,0,NEW
192,5,MELAKA,Perigi Hang Li Po (Hang Li Po Well),"Poh San Peng Temple, Bukit China","Built in 1459 under the royal command of Sultan Mansor Shah for Hang Li Poh, the Chinese princess who married the sultan, the well never dried up during days of old and was the only source of water supply during great droughts. The Dutch enclosed it with stout walls in 1677 to maintain its ultimate into a wishing well and it is said that those who throw coins into it will return to Melaka time and again.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_05.png,2.114344,102.15207,0,NEW
191,4,MELAKA,Perigi Hang Tuah (Hang Tuah Well),"Duyong, Melaka.",Located in Kampong Duyong where Hang Tuah spent his childhood among four of his good friends who would later become the famous knights of Melaka. The well is said to be the abode of his soul which takes the apparition of a white crocodile. For a commoner to catch the glimpse of Hang Tuah is hardly likely. It is said that only the holy among us can ever hope to see the apparition.,www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_04.png,2.120019,102.174903,0,NEW
190,3,MELAKA,Pulau Besar,"Umbai, Melaka.","Pulau Besar looks like a pregnant lady lying on her back. The locals around Pulau Besar revere the island and attribute it to many legends. It has also become a place of pilgrimage to a large number of Indian Muslims in Malaysia and Singapore. Many pilgrims come to Pulau Besar to visit a mausoleum believed to be of a Wali,?Sultan Ariffin Syeikh Ismail Waliallah. There are also numerous other graves visited by pilgrims such as that of Datok Janggut, Datuk Puteh and Nenek Kebayan.",www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_03.png,2.06308,102.193783,0,NEW
189,2,MELAKA,Kota A' Famosa (Forta De Santiago),"Jalan Kota, 75000 Melaka.",The hallmark of Melaka and perhaps the most photographed subject next to the Stadthuys. Built by the Portuguese in year 1511 as a fortress it sustained severe structural damage during the Dutch Invasion. The British had set to destroy it but timely intervention by Sir Stamford Raffles in 1808 saved what remains of A' Famosa today.,www.melaka.gov.my,webmaster@melaka.gov.my,06-3333333,06-2328620,destination_melaka_02.png,2.113045,102.150009,0,NEW
188,1,MELAKA,Perkampungan Portugis (Portuguese Square),"Jalan D' Albuquerque, 75050 Ujong Pasir,  Melaka.","Inferring strong affinity to Portugal, this place has been called Mini Lisbon. Located only 5km from the Melaka Town at Ujong Pasir, Melaka. There are 1,500 people from 116 families who live in the Portuguese Settlement, established in 1930. This settlement encompasses 13 acres with eight acres occupied by dwellings, the rest being taken up by a school, playing field and children playground. There is an unique survival of 16th century Portugal kept alive through language, customs, songs and dance?forms.",www.melaka.gov.my,webmaster@melaka.gov.my,06-2847493,06-2863551,destination_melaka_01.png,2.110662,102.160232,0,NEW
220,33,MELAKA,Menaiki Beca,"Jalan Kota, Melaka.","Sekiranya anda inginkan sedikit kelainan, anda boleh menyewa beca yang akan membawa anda melalui jalan-jalan dan lorong-lorong di pusat bandar bersejarah ini.Beca ini boleh disewa mengikut jam ataupun mengikut jarak perjalanan dan ia berpengkalan di The Stadthuys.",,,,,destination_melaka_33.png,1.061055,51.074106,0,NEW
221,34,MELAKA,Menaiki Kereta Lembu,"Ayer Keroh, Melaka.",Ride on the?traditional Bullock Cart Malacca is one activity that?can not? be?missed by tourist when they came to Malacca because it can give a very different satisfaction to the tourist.,,,,,destination_melaka_34.png,2.16404,102.175575,0,NEW
222,35,MELAKA,Menara Taming Sari,"Jalan Merdeka, Bandar Hilir, 75000 Melaka.",Witness a host of interesting and historical sights of Melaka from a height of 80 metres of Menara Taming Sari.,www.menaratamingsari.com,,-2880494,-2880945,destination_melaka_35.png,2.115255,102.150957,0,NEW
232,5,NEGERI SEMBILAN,Titi Eco Farm,"Lot 1706, 1708, 1203, 1349, 1916, Sungai Rotan, 71650 Jelebu, Negeri Sembilan, West Malaysia","Pergerakan organik atau pergerakan pertanian yang mampan merebak dengan cepat di seluruh dunia bagi kedua-dua kesihatan dan sebab-sebab alam sekitar. Di Malaysia, Titi Eco Farm Resort dengan bangganya menawarkan anda peluang untuk menjadi sebahagian daripada trend ini di seluruh dunia memakan dalam sayur-sayuran dan buah-buahan organik, di mana kita menanam tanaman kita benar-benar bebas daripada bahan kimia racun perosak dan baja kimia di ladang.Penekanan terhadap membina tanah subur pada masa yang sama mengekalkan persekitaran yang sihat dan harmoni, dengan membuat kompos sendiri dan baja organik dalam ladang untuk memastikan bahawa sayur-sayuran dan buah-buahan adalah berkualiti tinggi. ",www.titieco.com.my,info@titieco.com.my,03-78748122,378738191,destination_negeri_05.jpg,0,0,0,NEW
231,4,NEGERI SEMBILAN,Jelita Ostrich Farm,Lot 1504 Batu 6 Mukim Pantai Jalan Jelebu,Terletak di Jalan Seremban-Jelebu(Jalan Pantai) iaitu 10 kilometer dari bandar Seremban dan merupakan ladang burung unta pertama di Malaysia.Ianya menawarkan pelbagai aktiviti yang menjanjikan keseronokkan kepada pengunjung seperti menunggang burung unta selain berpeluang menikmati sate burung unta yang disediakan di sini.Bayaran yang dikenakan ialah RM8 bagi dewasa dan RM6 bagi kanak-kanak.Ia dibuka setiap hari dari jam 9 pagi hingga 5 petang.,,,06-7670 707,,destination_negeri_04.jpg,0,0,0,NEW
228,1,NEGERI SEMBILAN,Wet World Air Panas Pedas,"Lot 603 Mukim Pedas 71400 Pedas, Negeri Sembilan","Kemudahan  yang disediakan termasuk wet pool, gelongsor, kiddy pool, air panas, tandas, kantin, kedai cenderamata dan kraftangan serta surau",www.wetworld.com.my,ww2020@pd.jaring.my,06-6858027,06-6858030,destination_negeri_01.jpg,0,0,0,NEW
229,2,NEGERI SEMBILAN,Rembau Crystal ,"Lot 1432, Kompleks Perkampungan Kristal Jalan Kampung Mulia 71300 Rembau","Antara produk keluaran berasaskan kristal yang dikeluarkan oleh Rembau Crystal adalah seperti trofi, barangan korporat, cenderamata dan barangan kristal tempahan khas 'custom made'.",,rembaucrystal@yahoo.com.my,06-6853100,06-6854100,destination_negeri_02.jpg,0,0,0,NEW
230,3,NEGERI SEMBILAN,Kompleks Kraf Negeri Sembilan,"Perbadanan Kraftangan Negeri Sembilan, Jalan Dato? Abdul Kadir, Seremban Negeri Sembilan",Bangunan kraftangan ini adalah sebuah lagi bangunan warisan yang menjadi mercu tanda pelancongan di Negeri Sembilan serta menjadi tarikan pelancong. Ianya telah dirasmikan pada 22 Mac 2007. Bangunan yang dibina pada tahun 1912 ini merupakan bekas bangunan Pejabat Daerah dan Pentadbiran Tanah Daerah Seremban,www.kraftangan.gov.my,,06-7671388,06-7671450,destination_negeri_03.jpg,0,0,1,NEW
233,6,NEGERI SEMBILAN,Pantai Peranginan Port Dickson," Majlis Perbandaran PD KM 1, Jalan Pantai, 71009 Port Dickson, Negeri Sembilan Darul Khusus","Melaksanakan segala fungsi kerajaan tempatan di dalam kawasan pentadbiran MPPD berdasarkan Akta Kerajaan Tempatan 1976 (Akta 171).Memajukan, menggalakkan, memudahkan dan mengusahakan pembangunan ekonomi,  sosial dan prasarana di dalam kawasan pentadiran MPPD.Melaksanakan perancangan pembangunan mengikut rancangan pembangunan ke arah mencapai pembangunan mampan.Membangunkan kemudahan pelancongan dengan mengambilkira penglibatan penduduk setempat.",http://www.mppd.gov.my,, 06-6471122,06-6474984,destination_negeri_06.jpg,0,0,0,NEW
238,5,PAHANG,Cinta Manis Sg Dua,Karak,"It is at its largest size during the monsoon months, which falls from October to January. Virtually undisturbed for centuries, Tasik Chini itself is a habitat for over 144 species of fishes",,nurulakib@yahoo.com,019-2993611,,destination_pahang_05.png,0,0,0,NEW
239,6,PAHANG,Kuala Gua (cave) and Lentang waterfall.,"Janda Baik,Pahang","From Zaini GuestHouse you will be sent by 4X4 to the beginning of the trail (about 1 min.), then you will cross a river before reaching the edge of the jungle where you will have another 30 min. walk to get to the place where the river disappear to go dow",http://www.zainiguesthouse.com/activities/Kula Gua,nurulakib@yahoo.com,019-2993611,,destination_pahang_06.png,4.45,101.366666,0,NEW
240,1,PERAK,"Pulau Pangkor, Pulau Peranginan","Jalan Bukit Merah, 34400 Semanggol, Perak","Bandar ini merupakan bandar baru pelancongan yang terletak kira-kira 55 kilometer dari Parit Buntar melalui Jalan Persekutuan. Kedudukannya berhampiran dengan Tasik Bukit Merah. Dari Jambatan Pulau Pinang ke kawasan rekreasi ini pengunjung boleh melalui Lebuhraya Utara-Selatan ke persimpangan tol Bukit Merah yang mengambil masa 35 minit manakala lebih kurang 1 jam dari Bandaraya Ipoh atau melalui Jalan Persekutuan iaitu ke Bukit Merah Lake Town. Antara kemudahan rekreasi yang terdapat di sini adalah Taman Tema Air atau 'Water Theme Park', Orang Utan Island, Taman Eco-Park dan juga tempat penginapan seperti Lake Town Inn.",,ticlumut@tourism.gov.my,05-8908888,05-8908000,destination_perak_01.png,5.0395,100.6565,0,NEW
241,2,PERAK,"Zoo Taiping & Night Safari, Rekreasi & Lawatan","Lumut Tourist Information Centre, Jalan Sultan Idris Shah, 32200 Lumut, Perak","Pulau Pangkor terletak di Negeri Perak, di Perairan Selat Melaka. Luasnya cuma 2,200 hektar dan penduduknya berjumlah kira-kira 25,000 orang. Pulau Pangkor merupakan salah satu destinasi pelancongan utama di Malaysia. Pulau Pangkor merupakan sebuah pulau tropika yang menawan dan memiliki beberapa tempat tarikan pelancong yang menarik. Diantara tempat yang menjadi tumpuan pelancong adalah Kota Belanda,Batu Bersurat, Pantai Puteri Dewi, Pantai Pasir Bogak dan Teluk Nipah.  Pulau Pangkor boleh dijelajahi dengan berjalan kaki atau menggunakan kenderaan dan laut hangat di sekelilingnya sesuai untuk aktiviti laut seperti berenang, snorkling, berkayak, dan memancing.  Pelancong juga boleh menaiki bot untuk pergi ke Pulau Pangkor laut yang dimiliki oleh orang persendirian, di mana terdapat peranginan Pangkor Laut, sebuah tempat peranginan kecil mewah. ",www.zootaiping.gov.my/,zootaiping@zootaiping.gov.my,05-6834057,05-6834057,destination_perak_02.png,4.22,100.555,0,NEW
242,3,PERAK,"Taman Rekreasi Air Panas, Sungai Klah, Taman Rekreasi Air Panas","Jalan Taman Tasik Taiping, 34000 Taiping. Perak","Zoo Taiping & Night Safari terletak di Bandar Taiping, Perak. Night Safari merupakan satu tarikan baru bagi bandar Taiping dan yang pertama di Malaysia. Night Safari telah dirasmi pada 15 Jun 2003 oleh DYMM Sultan Azlan Shah memberi satu kelainan kepada pengunjung di mana keindahan dan keaslian alam semulajadi di waktu malam dapat dilihat. Night Safari mempamerkan hidupan-hidupan haiwan yang aktif di waktu malam yang memberi peluang kepada pengunjung untuk menghayati suasana alam semulajadi dan habitat asal hidupan liar di mana bunyi pelbagai jenis haiwan dapat didengari seperti burung pungguk, musang, kijang, harimau kumbang dan sebagainya. Dalam Anugerah Pelancongan Malaysia 2003, Zoo Taiping dan Night Safari telah berjaya memenangi Anugerah Tarikan Pelancongan Terbaik Kategori Buatan Manusia. Night Safari Taiping adalah satu produk perlancongan unik di mana haiwan-haiwan yang aktif pada waktu malam dipamerkan dengan menggunakan lampu-lampu khas yang seakan-akan cahaya bulan. Pengunjung dapat menghayati suasana alam semulajadi dan habitat asal hidupan liar di mana bunyi pelbagai jenis haiwan dapat didengari. ",,,05-8086577,05-8066024,destination_perak_03.png,4.8665,100.7628,0,NEW
243,4,PERAK,"Lost World Of Tambun, Pusat Rekreasi Air","Sungai Klah Hot Springs Park, 35600 Sungkai, Perak","Sumber air panas ini dijumpai pada tahun 1966. Keluasan kawasan ini dianggarkan 15.88 ekar. Dengan kerjasama kerajaan Negeri Perak dan FELDA, pembangunan di kawasan ini telah dimulakan pada Jun 2003. Jarak untuk tiba di destinasi ini kira-kira 12 kilometer dari Pekan Sungkai. Bayaran yang dikenakan untuk memasuki destinasi ini mengikut peringkat umur dan hari. Waktu dibuka adalah dari pukul 8.00 pagi hingga pukul 7.00 petang. Di Sungai Klah Hot Springs Park menawarkan pelbagai kemudahan seperti aktiviti merebus telur, jakuzi, mandi air panas dan sebagainya. Suhu 98'C diperlukan untuk merebus telur. Para pengunjung boleh mendapatkan telur yang belum dimasak di kafeteria yang berhampiran dengan harga 3 biji RM 1.00. Selain itu, para pengunjung yang ingin membuat rawatan refleksologi boleh dilakukan di Taman Terapi, di mana aktiviti ini dijalankan dengan berjalan di atas batu-batu kecil yang disediakan.",www.sunwaylostworldoftambun.com/,lostworldoftambun@sunway.com.my,05-4388801/    06-43,05-4388805,destination_perak_04.png,4.0337,101.3673,0,NEW
244,5,PERAK,"Bukit Merah Lake Town Resort, Resort Peranginan","No. 1, Persiaran Lagun Sunway 1, Sunway City Ipoh, 31150 Ipoh, Perak","Selain tarikan buah limau bali, Tambun turut dikunjungi kerana terdapat sebuah taman tema yang menarik dan mempunyai keunikan yang tersendiri berbanding taman tema air yang lain. Dikelilingi dengan gua batu kapur, ia menjadikan lokasi ini begitu unik dan sesuai untuk aktiviti keluarga pada hujung minggu.  Boleh dikunjungi melalui Lebuh Raya Utara-Selatan ke Ipoh. Bayaran yang dikenakan ialah RM45.00 bagi orang dewasa manakala kanak-kanak dan yang berumur 55 tahun dan ke atas pula dikenakan sebanyak RM38.00.  Bagi kanak-kanak di bawah 90cm, kemasukan adalah percuma.  Bayaran ini termasuk permainan di taman air, taman berpantai, kolam air panas dan taman harimau. Kesemua tempat-tempat ini boleh diakses oleh para pengunjung yang datang ke taman tema ini.",www.bukitmerahresort.com.my/,sales@bmlaketown.com.my,05-5428888,05-5428899,destination_perak_05.png,4.626,101.156,0,NEW
257,13,PERLIS,ARAU COMPLEX/C'MART ARAU HYPERMARKET,BANDAR DIRAJA ARAU,C-Mart SHOPPING CENTRE,-,,-,,destination_perlis_13.jpg,6.42885,100.2732833,0,NEW
258,14,PERLIS,PERLIS CRAFT CULTURE COMPLEX,JALAN KUALA PERLIS,HANDYCRAFT,-,,04-9855278,,,6.39516666,100.1691833,0,NEW
